Year,Total
1990,11.25
1991,11.0
1992,13.0
1993,14.0
1994,13.0
1995,13.0
1996,14.0
1997,13.0
1998,15.0
1999,15.0
2000,15.0
2001,14.0
2002,14.0
2003,15.0
2004,15.0
2005,16.0
2006,15.0
2007,16.0
2008,16.0
2009,17.0
2010,17.0
2011,17.0
2012,18.0
2013,17.0
2014,18.0
2015,17.0
2016,17.0
2017,18.29
2018,18.0
2019,18.4
2020,18.46
2021,18.39
2022,18.8
2023,18.45
