Model,RMSE,Percentage Error
ARIMA,0.49968585637638596,2.7010046290615457
SARIMA,0.5699629880178316,3.0808810163126035
Exponential Smoothing,0.5736374080887996,3.1007427464259436
Linear Regression,0.6112184312189507,3.303883411994328
SVR,2.1407514494231017,11.571629456341089
Auto ARIMA,0.8148704650034118,4.4047052162346585
Prophet,0.5911249417703731,3.1952699555155304
