Model,RMSE,Percentage Error
ARIMA,344.8023607506974,10.87121609076197
SARIMA,267.9663729694032,8.448667054557594
Exponential Smoothing,227.07935338777037,7.159547037480543
Linear Regression,444.65780126750445,14.019541610729402
SVR,1731.2603987949758,54.58462019721209
Auto ARIMA,278.45694665840375,8.779422601708982
Prophet,319.88257608276433,10.085524358633046
