Model,RMSE,Percentage Error
ARIMA,384.62063816345216,2.5219371724047748
SARIMA,342.78588020194474,2.247628878119105
Exponential Smoothing,338.59327566329017,2.220138192008984
Linear Regression,6203.475836822819,40.67586280783436
SVR,12666.44521319273,83.05321102349177
Auto ARIMA,348.25302725176584,2.2834766720330855
Prophet,3013.030698380831,19.75628285608046
