Model,RMSE,Percentage Error
ARIMA,1182.0597039934812,4.107026426766875
SARIMA,3360.6940461653594,11.676617698115308
Exponential Smoothing,2738.3108194841343,9.514168245756407
Linear Regression,4272.531344357731,14.844765523420438
SVR,5950.216656657235,20.67382634846545
Auto ARIMA,1191.9235073467892,4.141297877611197
Prophet,2626.3779661200183,9.125261335862808
