Model,RMSE,Percentage Error
ARIMA,7007.8683754405665,6.381986918357269
SARIMA,2913.880740717903,2.653638420790936
Exponential Smoothing,1941.5997707493216,1.768193075805114
Linear Regression,9188.586195087471,8.367942112149017
SVR,65504.71355938835,59.65440596627569
Auto ARIMA,3834.230151018986,3.4917902784148422
Prophet,5646.590836904253,5.142286773069342
