Model,RMSE,Percentage Error
ARIMA,191.5577565292624,6.86242589844746
SARIMA,120.665760524418,4.32276852204693
Exponential Smoothing,91.76595650655848,3.2874527658722674
Linear Regression,252.3996790367679,9.042046250511138
SVR,1319.2893878518169,47.26264196646188
Auto ARIMA,132.11829177293058,4.733047638207729
Prophet,159.77752129370003,5.723920659658237
