Model,RMSE,Percentage Error
ARIMA,28.02259267391283,2.175667133067766
SARIMA,27.22045622143524,2.113389458185966
Exponential Smoothing,19.58261067978282,1.5203890279334489
Linear Regression,23.034914230794413,1.788425017918821
SVR,67.34071085547346,5.228316060207567
Auto ARIMA,25.882785821731012,2.0095330606934017
Prophet,43.09620730181418,3.3459788277806037
