Year,Total
1990,9.9
1991,10.0
1992,10.3
1993,11.7
1994,9.0
1995,12.4
1996,11.3
1997,11.7
1998,11.8
1999,12.0
2000,11.1
2001,10.7
2002,11.9
2003,9.8
2004,9.9
2005,10.7
2006,10.7
2007,11.0
2008,11.2
2009,11.3
2010,11.7
2011,11.4
2012,11.6
2013,12.3
2014,14.1
2015,14.3
2016,14.6
2017,15.0
2018,14.9
2019,15.1
2020,14.79
2021,15.22
2022,15.69
2023,15.84
