Year,Total
1990,28190.0
1991,28632.0
1992,32955.0
1993,37255.0
1994,38603.0
1995,41507.0
1996,40458.0
1997,43263.0
1998,44042.0
1999,45495.0
2000,43138.0
2001,43001.0
2002,45203.0
2003,45645.0
2004,49295.0
2005,58740.0
2006,59563.0
2007,63503.0
2008,68465.0
2009,71515.0
2010,74878.0
2011,76424.0
2012,81285.0
2013,88977.0
2014,86602.0
2015,90183.0
2016,92918.0
2017,96447.0
2018,97967.0
2019,102007.0
2020,102481.17
2021,107507.24
2022,110207.45
2023,112978.02
