Model,RMSE,Percentage Error
ARIMA,2035.2937745729641,1.9015008295634215
SARIMA,1434.6778029037755,1.3403672071616006
Exponential Smoothing,1320.7484615540905,1.2339271738875373
Linear Regression,4945.3314007048975,4.620242973464315
SVR,57894.77281102021,54.088977180033226
Auto ARIMA,1926.0226883166943,1.7994128343268672
Prophet,3261.8035017397096,3.0473841869497553
