Model,RMSE,Percentage Error
ARIMA,320.04850412674296,14.502832342158008
SARIMA,225.63336969221137,10.22445938427639
Exponential Smoothing,147.88314282393975,6.701248088813655
Linear Regression,633.8072972946167,28.720649687086127
SVR,1467.0931287166625,66.48056591973275
Auto ARIMA,144.60402230046674,6.552656439209113
Prophet,244.16471744068303,11.064197817685473
