Model,RMSE,Percentage Error
ARIMA,6924.1765606798845,18.400486204451415
SARIMA,5423.93736092153,14.41371168236726
Exponential Smoothing,5734.082146588917,15.237898471950647
Linear Regression,6971.072805037027,18.525109499333055
SVR,25688.153478891647,68.26436465966785
Auto ARIMA,5616.27561594485,14.924836344936141
Prophet,4798.852060914746,12.752593809565527
