Model,RMSE,Percentage Error
ARIMA,1331.068540429285,4.261464832493308
SARIMA,1312.9660504635715,4.203509045825425
Exponential Smoothing,1044.9919113459441,3.345579994704479
Linear Regression,1974.3520744799428,6.320960699471563
SVR,8172.142166621217,26.163413371606264
Auto ARIMA,1167.5570705903324,3.7379768547793577
Prophet,413.77343400259184,1.3247108500163018
