Model,RMSE,Percentage Error
ARIMA,0.28700523681845264,3.0662952651544084
SARIMA,0.20825767827323616,2.224975195226882
Exponential Smoothing,0.15894556296874487,1.6981363565036847
Linear Regression,0.0994469592421134,1.0624675132704424
SVR,3.229820608437491,34.50663043202448
Auto ARIMA,0.21460523102742507,2.2927909297801823
Prophet,0.10637084307653032,1.136440631159512
