Model,RMSE,Percentage Error
ARIMA,2.0538266842102293,0.9332182316476869
SARIMA,3.606209487558711,1.6385902796977059
Exponential Smoothing,2.1986720419721153,0.9990330979517064
Linear Regression,85.4874530436784,38.84380818051545
SVR,163.10183536300255,74.11024871092445
Auto ARIMA,3.6784716290995316,1.67142476785693
Prophet,27.234698832411517,12.374908593425808
