Year,Total
1991,2874.0
1992,3206.0
1993,3184.0
1994,4310.0
1995,3357.0
1996,3580.0
1997,3702.0
1998,3727.0
1999,3797.0
2000,3869.0
2001,4010.0
2002,3788.0
2003,4675.0
2004,4964.0
2005,5510.0
2006,5554.0
2007,5776.0
2008,6101.0
2009,6329.0
2010,6383.0
2011,6704.0
2012,6982.0
2013,7216.0
2014,6109.0
2015,6301.0
2016,6373.0
2017,6510.0
2018,6597.0
2019,6760.0
2020,6929.73
2021,7063.94
2022,7024.7
2023,7131.08
