Model,RMSE,Percentage Error
ARIMA,9711.128206066653,18.362518731122748
SARIMA,7438.660156469374,14.065568238744335
Exponential Smoothing,8344.360563649878,15.77813348747084
Linear Regression,11627.755402644138,21.986619046856116
SVR,23302.668402550233,44.062407162914354
Auto ARIMA,7938.070829668366,15.009890839223466
Prophet,10616.287711867319,20.07406120355507
