Model,RMSE,Percentage Error
ARIMA,8508.045546279156,4.1809526401336985
SARIMA,7032.5136623823155,3.4558590928526893
Exponential Smoothing,8676.122616414657,4.2635476693100856
Linear Regression,8174.01488300009,4.016806083098284
SVR,102422.30474343408,50.331513048013086
Auto ARIMA,8345.059171260496,4.100859237808402
Prophet,8008.503196914787,3.9354717135127846
