Year,Total
1990,56131.0
1991,58532.0
1992,63806.0
1993,65787.0
1994,67286.0
1995,71594.0
1996,75074.0
1997,72683.0
1998,87536.0
1999,90823.0
2000,93849.0
2001,88622.0
2002,84815.0
2003,93165.0
2004,101433.0
2005,110270.0
2006,115011.0
2007,125886.0
2008,129078.0
2009,133738.0
2010,146555.0
2011,156326.0
2012,162187.0
2013,162897.0
2014,169478.0
2015,169064.0
2016,178172.0
2017,184040.79
2018,183170.0
2019,188132.0
2020,200445.23
2021,209143.4
2022,212548.44
2023,207207.84
