Model,RMSE,Percentage Error
ARIMA,4050.2663294648105,13.932900568510313
SARIMA,3728.157891940477,12.824848784444603
Exponential Smoothing,3417.182653358087,11.755095161845238
Linear Regression,897.4217883355683,3.0871274942915616
SVR,10316.096830540891,35.487333351247315
Auto ARIMA,3681.7640095395577,12.66525400773159
Prophet,1253.5548079725975,4.312223709735181
