Model,RMSE,Percentage Error
ARIMA,336.60613161846703,10.207609522636677
SARIMA,264.5441849464904,8.02232487101196
Exponential Smoothing,150.04188899850234,4.550033023972051
Linear Regression,742.5108307762279,22.516703990060282
SVR,2012.0745696305771,61.01633216977733
Auto ARIMA,283.8735018379502,8.608488047002371
Prophet,372.29144607019646,11.289769713433905
