Model,RMSE,Percentage Error
ARIMA,103.22262501337497,11.786095571291959
SARIMA,89.07243323664484,10.170407996876554
Exponential Smoothing,74.67465699174593,8.526450901089968
Linear Regression,169.96402871272352,19.40671714006891
SVR,324.1397510427558,37.010704617807235
Auto ARIMA,91.25434887238177,10.419542004154119
Prophet,117.84982326821466,13.456248374995965
