Year,Total
1991,5593.0
1992,5045.0
1993,4876.0
1994,5013.0
1995,5335.0
1996,5515.0
1997,5607.0
1998,5873.0
1999,5991.0
2000,6250.0
2001,6156.0
2002,6092.0
2003,6309.0
2004,6756.0
2005,7047.0
2006,7584.0
2007,7848.0
2008,7982.0
2009,7985.0
2010,8495.0
2011,8990.0
2012,9205.0
2013,9396.0
2014,9542.0
2015,10106.0
2016,10238.0
2017,10060.84
2018,10073.0
2019,10240.0
2020,10859.42
2021,11374.4
2022,11308.73
2023,11232.19
2024,11431.2
