Model,RMSE,Percentage Error
ARIMA,877.4650029451623,7.8058031139160935
SARIMA,832.1615097552848,7.402789720759806
Exponential Smoothing,583.282476582009,5.188797452564703
Linear Regression,285.88883546475057,2.543226173823893
SVR,4194.132088726467,37.31039894294506
Auto ARIMA,551.3162983898288,4.9044309052551105
Prophet,387.6720641399092,3.448675212441151
