Model,RMSE,Percentage Error
ARIMA,73.62972982521109,5.694487998856233
SARIMA,51.117096614275546,3.953371741243275
Exponential Smoothing,35.98708723601648,2.7832240708442755
Linear Regression,158.942547499995,12.29254040989907
SVR,641.7439176273409,49.63216686986395
Auto ARIMA,60.34211124812103,4.666829949583993
Prophet,68.41962295499552,5.291540831786197
