Model,RMSE,Percentage Error
ARIMA,2522.173482809785,11.03670253192103
SARIMA,2571.6384251734316,11.253154674625346
Exponential Smoothing,2225.7242357597825,9.739479252950572
Linear Regression,2460.3408106090424,10.766130814914025
SVR,16164.802726690166,70.73507052453624
Auto ARIMA,2511.5873893773564,10.990379166385255
Prophet,2480.837008794858,10.85581950760464
