Model,RMSE,Percentage Error
ARIMA,5879.619934410223,4.542484972836211
SARIMA,5466.224344594707,4.223103231240338
Exponential Smoothing,4930.362687273271,3.8091064843322586
Linear Regression,60734.74470243071,46.92253380617687
SVR,115636.46933167706,89.3385848253248
Auto ARIMA,4871.428704490955,3.7635751856829507
Prophet,22787.106754619504,17.60489473162802
